date,bikes_count,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,weekend,trend,trend_sq,trend_cub
2019/4/10,1908,0,0,0,1,0,0,0,0,0,0,0,0,0,1574,2477476,3899547224
2019/4/11,1565,0,0,0,1,0,0,0,0,0,0,0,0,0,1575,2480625,3906984375
2019/4/12,2351,0,0,0,1,0,0,0,0,0,0,0,0,0,1576,2483776,3914430976
2019/4/13,533,0,0,0,1,0,0,0,0,0,0,0,0,1,1577,2486929,3921887033
2019/4/14,1091,0,0,0,1,0,0,0,0,0,0,0,0,1,1578,2490084,3929352552
2019/4/15,2496,0,0,0,1,0,0,0,0,0,0,0,0,0,1579,2493241,3936827539
2019/4/16,2346,0,0,0,1,0,0,0,0,0,0,0,0,0,1580,2496400,3944312000
2019/4/17,2444,0,0,0,1,0,0,0,0,0,0,0,0,0,1581,2499561,3951805941
2019/4/18,1225,0,0,0,1,0,0,0,0,0,0,0,0,0,1582,2502724,3959309368
2019/4/19,1405,0,0,0,1,0,0,0,0,0,0,0,0,0,1583,2505889,3966822287
2019/4/20,2187,0,0,0,1,0,0,0,0,0,0,0,0,1,1584,2509056,3974344704
2019/4/21,1570,0,0,0,1,0,0,0,0,0,0,0,0,1,1585,2512225,3981876625
2019/4/22,653,0,0,0,1,0,0,0,0,0,0,0,0,0,1586,2515396,3989418056
2019/4/23,2757,0,0,0,1,0,0,0,0,0,0,0,0,0,1587,2518569,3996969003
2019/4/24,2795,0,0,0,1,0,0,0,0,0,0,0,0,0,1588,2521744,4004529472
2019/4/25,2662,0,0,0,1,0,0,0,0,0,0,0,0,0,1589,2524921,4012099469
2019/4/26,2365,0,0,0,1,0,0,0,0,0,0,0,0,0,1590,2528100,4019679000
2019/4/27,1298,0,0,0,1,0,0,0,0,0,0,0,0,1,1591,2531281,4027268071
2019/4/28,2106,0,0,0,1,0,0,0,0,0,0,0,0,1,1592,2534464,4034866688
2019/4/29,2947,0,0,0,1,0,0,0,0,0,0,0,0,0,1593,2537649,4042474857
2019/4/30,3161,0,0,0,1,0,0,0,0,0,0,0,0,0,1594,2540836,4050092584
2019/5/1,3041,0,0,0,0,1,0,0,0,0,0,0,0,0,1595,2544025,4057719875
2019/5/2,2807,0,0,0,0,1,0,0,0,0,0,0,0,0,1596,2547216,4065356736
2019/5/3,2576,0,0,0,0,1,0,0,0,0,0,0,0,0,1597,2550409,4073003173
2019/5/4,2097,0,0,0,0,1,0,0,0,0,0,0,0,1,1598,2553604,4080659192
2019/5/5,2228,0,0,0,0,1,0,0,0,0,0,0,0,1,1599,2556801,4088324799
2019/5/6,3070,0,0,0,0,1,0,0,0,0,0,0,0,0,1600,2560000,4096000000
2019/5/7,3418,0,0,0,0,1,0,0,0,0,0,0,0,0,1601,2563201,4103684801
2019/5/8,3392,0,0,0,0,1,0,0,0,0,0,0,0,0,1602,2566404,4111379208
2019/5/9,3446,0,0,0,0,1,0,0,0,0,0,0,0,0,1603,2569609,4119083227
2019/5/10,3181,0,0,0,0,1,0,0,0,0,0,0,0,0,1604,2572816,4126796864
2019/5/11,2130,0,0,0,0,1,0,0,0,0,0,0,0,1,1605,2576025,4134520125
2019/5/12,1642,0,0,0,0,1,0,0,0,0,0,0,0,1,1606,2579236,4142253016
2019/5/13,2920,0,0,0,0,1,0,0,0,0,0,0,0,0,1607,2582449,4149995543
2019/5/14,2009,0,0,0,0,1,0,0,0,0,0,0,0,0,1608,2585664,4157747712
2019/5/15,2949,0,0,0,0,1,0,0,0,0,0,0,0,0,1609,2588881,4165509529
2019/5/16,2692,0,0,0,0,1,0,0,0,0,0,0,0,0,1610,2592100,4173281000
2019/5/17,2240,0,0,0,0,1,0,0,0,0,0,0,0,0,1611,2595321,4181062131
2019/5/18,2114,0,0,0,0,1,0,0,0,0,0,0,0,1,1612,2598544,4188852928
2019/5/19,2240,0,0,0,0,1,0,0,0,0,0,0,0,1,1613,2601769,4196653397
2019/5/20,728,0,0,0,0,1,0,0,0,0,0,0,0,0,1614,2604996,4204463544
2019/5/21,2790,0,0,0,0,1,0,0,0,0,0,0,0,0,1615,2608225,4212283375
2019/5/22,3601,0,0,0,0,1,0,0,0,0,0,0,0,0,1616,2611456,4220112896
2019/5/23,3621,0,0,0,0,1,0,0,0,0,0,0,0,0,1617,2614689,4227952113
2019/5/24,2803,0,0,0,0,1,0,0,0,0,0,0,0,0,1618,2617924,4235801032
2019/5/25,692,0,0,0,0,1,0,0,0,0,0,0,0,1,1619,2621161,4243659659
2019/5/26,2764,0,0,0,0,1,0,0,0,0,0,0,0,1,1620,2624400,4251528000
2019/5/27,4289,0,0,0,0,1,0,0,0,0,0,0,0,0,1621,2627641,4259406061
2019/5/28,3803,0,0,0,0,1,0,0,0,0,0,0,0,0,1622,2630884,4267293848
2019/5/29,3928,0,0,0,0,1,0,0,0,0,0,0,0,0,1623,2634129,4275191367
2019/5/30,3870,0,0,0,0,1,0,0,0,0,0,0,0,0,1624,2637376,4283098624
2019/5/31,3771,0,0,0,0,1,0,0,0,0,0,0,0,0,1625,2640625,4291015625
2019/6/1,2319,0,0,0,0,0,1,0,0,0,0,0,0,1,1626,2643876,4298942376
2019/6/2,2347,0,0,0,0,0,1,0,0,0,0,0,0,1,1627,2647129,4306878883
2019/6/3,3267,0,0,0,0,0,1,0,0,0,0,0,0,0,1628,2650384,4314825152
2019/6/4,3709,0,0,0,0,0,1,0,0,0,0,0,0,0,1629,2653641,4322781189
2019/6/5,3077,0,0,0,0,0,1,0,0,0,0,0,0,0,1630,2656900,4330747000
2019/6/6,3177,0,0,0,0,0,1,0,0,0,0,0,0,0,1631,2660161,4338722591
2019/6/7,2579,0,0,0,0,0,1,0,0,0,0,0,0,0,1632,2663424,4346707968
2019/6/8,2324,0,0,0,0,0,1,0,0,0,0,0,0,1,1633,2666689,4354703137
2019/6/9,2298,0,0,0,0,0,1,0,0,0,0,0,0,1,1634,2669956,4362708104
2019/6/10,3292,0,0,0,0,0,1,0,0,0,0,0,0,0,1635,2673225,4370722875
2019/6/11,4012,0,0,0,0,0,1,0,0,0,0,0,0,0,1636,2676496,4378747456
2019/6/12,4033,0,0,0,0,0,1,0,0,0,0,0,0,0,1637,2679769,4386781853
2019/6/13,3500,0,0,0,0,0,1,0,0,0,0,0,0,0,1638,2683044,4394826072
2019/6/14,3117,0,0,0,0,0,1,0,0,0,0,0,0,0,1639,2686321,4402880119
2019/6/15,2521,0,0,0,0,0,1,0,0,0,0,0,0,1,1640,2689600,4410944000
2019/6/16,2962,0,0,0,0,0,1,0,0,0,0,0,0,1,1641,2692881,4419017721
2019/6/17,3467,0,0,0,0,0,1,0,0,0,0,0,0,0,1642,2696164,4427101288
2019/6/18,3480,0,0,0,0,0,1,0,0,0,0,0,0,0,1643,2699449,4435194707
2019/6/19,3229,0,0,0,0,0,1,0,0,0,0,0,0,0,1644,2702736,4443297984
2019/6/20,3178,0,0,0,0,0,1,0,0,0,0,0,0,0,1645,2706025,4451411125
2019/6/21,3320,0,0,0,0,0,1,0,0,0,0,0,0,0,1646,2709316,4459534136
2019/6/22,2324,0,0,0,0,0,1,0,0,0,0,0,0,1,1647,2712609,4467667023
2019/6/23,1964,0,0,0,0,0,1,0,0,0,0,0,0,1,1648,2715904,4475809792
2019/6/24,3234,0,0,0,0,0,1,0,0,0,0,0,0,0,1649,2719201,4483962449
2019/6/25,3690,0,0,0,0,0,1,0,0,0,0,0,0,0,1650,2722500,4492125000
2019/6/26,3501,0,0,0,0,0,1,0,0,0,0,0,0,0,1651,2725801,4500297451
2019/6/27,2007,0,0,0,0,0,1,0,0,0,0,0,0,0,1652,2729104,4508479808
2019/6/28,3016,0,0,0,0,0,1,0,0,0,0,0,0,0,1653,2732409,4516672077
2019/6/29,2337,0,0,0,0,0,1,0,0,0,0,0,0,1,1654,2735716,4524874264
2019/6/30,2582,0,0,0,0,0,1,0,0,0,0,0,0,1,1655,2739025,4533086375
2019/7/1,3223,0,0,0,0,0,0,1,0,0,0,0,0,0,1656,2742336,4541308416
2019/7/2,2190,0,0,0,0,0,0,1,0,0,0,0,0,0,1657,2745649,4549540393
2019/7/3,3451,0,0,0,0,0,0,1,0,0,0,0,0,0,1658,2748964,4557782312
2019/7/4,3418,0,0,0,0,0,0,1,0,0,0,0,0,0,1659,2752281,4566034179
2019/7/5,2802,0,0,0,0,0,0,1,0,0,0,0,0,0,1660,2755600,4574296000
2019/7/6,2508,0,0,0,0,0,0,1,0,0,0,0,0,1,1661,2758921,4582567781
2019/7/7,1822,0,0,0,0,0,0,1,0,0,0,0,0,1,1662,2762244,4590849528
2019/7/8,3471,0,0,0,0,0,0,1,0,0,0,0,0,0,1663,2765569,4599141247
2019/7/9,3140,0,0,0,0,0,0,1,0,0,0,0,0,0,1664,2768896,4607442944
2019/7/10,2120,0,0,0,0,0,0,1,0,0,0,0,0,0,1665,2772225,4615754625
2019/7/11,2999,0,0,0,0,0,0,1,0,0,0,0,0,0,1666,2775556,4624076296
2019/7/12,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,1667,2778889,4632407963
2019/7/13,NA,0,0,0,0,0,0,1,0,0,0,0,0,1,1668,2782224,4640749632
2019/7/14,NA,0,0,0,0,0,0,1,0,0,0,0,0,1,1669,2785561,4649101309
2019/7/15,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,1670,2788900,4657463000
2019/7/16,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,1671,2792241,4665834711
2019/7/17,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,1672,2795584,4674216448
2019/7/18,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,1673,2798929,4682608217
2019/7/19,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,1674,2802276,4691010024
2019/7/20,NA,0,0,0,0,0,0,1,0,0,0,0,0,1,1675,2805625,4699421875
2019/7/21,NA,0,0,0,0,0,0,1,0,0,0,0,0,1,1676,2808976,4707843776
2019/7/22,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,1677,2812329,4716275733
2019/7/23,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,1678,2815684,4724717752
2019/7/24,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,1679,2819041,4733169839
2019/7/25,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,1680,2822400,4741632000
2019/7/26,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,1681,2825761,4750104241
2019/7/27,NA,0,0,0,0,0,0,1,0,0,0,0,0,1,1682,2829124,4758586568
2019/7/28,NA,0,0,0,0,0,0,1,0,0,0,0,0,1,1683,2832489,4767078987
2019/7/29,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,1684,2835856,4775581504
2019/7/30,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,1685,2839225,4784094125
2019/7/31,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,1686,2842596,4792616856
